,Author,Title,Year
239,Natalia Jaworska,"Global multi-site benchmark classification of major depressive disorder using machine learning on cortical and subcortical features of 5,365 participants from the ENIGMA MDD …",2022.0
240,Natalia Jaworska,"A three-factor model of commonly comorbid early onset psychiatric disorders: temperament, adversity, and dopamine",2022.0
241,Natalia Jaworska,"The 43rd Annual Meeting of the Canadian College of Neuropsychopharmacology, November 4, 2021Role of histone 3.3 lysine 27 methylation in conferring enduring stress …",2022.0
242,Natalia Jaworska,P288. Scalp-To-Cortex Distance in Youth With Major Depressive Disorder in Consideration of Precision Medicine Approaches to Noninvasive Brain Stimulation,2022.0
243,Natalia Jaworska,"Protocol: Antipsychotic prescribing practices and patient, family member and healthcare professional perceptions of antipsychotic prescribing in acute care settings: a scoping …",2022.0
244,Natalia Jaworska,"A Three-Factor Model of Commonly Comorbid Early Onset Psychiatric Disorders: Temperament, Adversity, and Dopamine",2021.0
245,Natalia Jaworska,Extra-striatal D-2/3 receptor availability in youth at risk for addiction,2021.0
246,Natalia Jaworska,Type 5 metabotropic glutamate receptor availability in youth at risk for addictions: Effects of vulnerability traits and cannabis use,2021.0
247,Natalia Jaworska,Uncovering Individual Variability in EEG Characteristics Associated With Antidepressant Treatment Response Using Single-Subject Analyses,2021.0
248,Natalia Jaworska,Mismatch Negativity to Multiple Deviants are Associated With Different Features of Auditory Hallucinations in Schizophrenia,2021.0
249,Natalia Jaworska,"Hyperarousal Symptoms of PTSD Correlate to Neuromelanin-Sensitive MRI Signal in the Locus Coeruleus, a Putative Measure of Noradrengeric System Function",2021.0
250,Natalia Jaworska,Characterizing Neural Profiles in Individuals in Remission From Depression Using Simultaneous Electroencephalography and Functional Magnetic Resonance Imaging,2021.0
251,Natalia Jaworska,"Hyperarousal Symptoms of PTSD Correlate to Neuromelanin-Sensitive MRI Signal in the Locus Coeruleus, a Putative Measure of Noradrengeric System Function",2020.0
252,Natalia Jaworska,One size does not fit all: Single-subject analyses reveal substantial individual variation in electroencephalography (EEG) characteristics of antidepressant treatment response,2020.0
253,Natalia Jaworska,Extra-Striatal Dopamine2/3 Receptor Availability in Youth At-Risk for Addictions,2019.0
254,Natalia Jaworska,Young Researchers’ Brain Health Research Day Joint ConferenceEffect of prior treatment history and sex on antidepressant response to subanesthetic ketamine infusionsChronic …,2019.0
255,Natalia Jaworska,Alpha power and coherence in major depressive disorder: association with symptom severity and adverse childhood experiences.,2019.0
256,Natalia Jaworska,Effect of (Z)-Isomer Content on [11C] ABP688 Binding Potential in Humans,2019.0
257,Natalia Jaworska,Christopher Abbott,2019.0
258,Natalia Jaworska,Brain structural correlates of insomnia severity in major depressive disorder: Results from the ENIGMA-MDD consortium,2019.0
259,Natalia Jaworska,Effect of GAD1 genotype status on auditory attention and acute nicotine administration in healthy volunteers,2019.0
260,Natalia Jaworska,Low mGluR5 Availability in Emerging Adults at Risk for Addictions: Evidence of a Cannabis Use by Vulnerability Trait Interaction,2018.0
261,Natalia Jaworska,A Pilot Study of Hippocampal Activity During a Verbal Memory Task in Depressed Young Adults,2018.0
262,Natalia Jaworska,Sensibilité à la récompense et à la punition chez les individus à risque de dépendance aux drogues et à l’alcool,2018.0
263,Natalia Jaworska,Identifying strategies for antipsychotic medication minimization and deprescribing among critically ill adult patients at transitions of care: a multi-stage research program,
264,Natalia Jaworska,CDP-choline may influence metabolite levels in the anterior cingulate of people in remission of depression,
265,Natalia Jaworska,A Survey of Mental Health Services at Post-Secondary Institutions in Alberta,
266,Natalia Jaworska,to-Practice Spotlight: Mental Health Services for Students at Postsecondary Institutions: A National Survey,
267,Natalia Jaworska,Experimental and Clinical Psychopharmacology,
268,Jennifer L. Phillips,"Single, repeated, and maintenance ketamine infusions for treatment-resistant depression: a randomized controlled trial",2019.0
269,Jennifer L. Phillips,Hippocampal abnormalities and memory deficits: new evidence of a strong pathophysiological link in schizophrenia,2007.0
270,Jennifer L. Phillips,"A prospective, longitudinal study of the effect of remission on cortical thickness and hippocampal volume in patients with treatment-resistant depression",2015.0
271,Jennifer L. Phillips,"Social, financial and psychological stress during an emerging pandemic: observations from a population survey in the acute phase of COVID-19",2020.0
272,Jennifer L. Phillips,Single and repeated ketamine infusions for reduction of suicidal ideation in treatment-resistant depression,2020.0
273,Jennifer L. Phillips,Emerging New Psychiatric Symptoms and the Worsening of Pre-existing Mental Disorders during the COVID-19 Pandemic: A Canadian Multisite Study: Nouveaux symptômes psychiatriques …,2021.0
274,Jennifer L. Phillips,Manipulating subjective realism and its impact on presence: Preliminary results on feasibility and neuroanatomical correlates✩,2012.0
275,Jennifer L. Phillips,Brain-volume increase with sustained remission in patients with treatment-resistant unipolar depression,2012.0
276,Jennifer L. Phillips,"The new frontline: exploring the links between moral distress, moral resilience and mental health in healthcare workers during the COVID-19 pandemic",2022.0
277,Jennifer L. Phillips,"Decreased fMRI activity in the hippocampus of patients with schizophrenia compared to healthy control participants, tested on a wayfinding task in a virtual town",2013.0
278,Jennifer L. Phillips,Structural hippocampal anomalies in a schizophrenia population correlate with navigation performance on a wayfinding task,2014.0
279,Jennifer L. Phillips,Impact of monoamine-related gene polymorphisms on hippocampal volume in treatment-resistant depression,2015.0
280,Jennifer L. Phillips,"A randomized, crossover comparison of ketamine and electroconvulsive therapy for treatment of major depressive episodes: a Canadian biomarker integration network in depression …",2020.0
281,Jennifer L. Phillips,"Social, financial and psychological stress during an emerging pandemic: Observations from a population web-based survey in the acute phase of the COVID-19 pandemic",2020.0
282,Jennifer L. Phillips,Ketamine for chronic depression: two cautionary tales,2019.0
283,Jennifer L. Phillips,The meaning of being there is related to a specific activation in the brain located in the parahippocampus,2009.0
284,Jennifer L. Phillips,International pooled patient-level meta-analysis of ketamine infusion for depression: In search of clinical moderators,2022.0
285,Jennifer L. Phillips,Electrophysiological correlates and predictors of the antidepressant response to repeated ketamine infusions in treatment-resistant depression,2022.0
286,Jennifer L. Phillips,Presence is just an illusion: using fMRI to locate the brain area responsible to the meaning given to places,2010.0
287,Jennifer L. Phillips,A Participant-Level Integrative Data Analysis of Differential Placebo Response for Suicidal Ideation and Nonsuicidal Depressive Symptoms in Clinical Trials of Intravenous …,2022.0
288,Jennifer L. Phillips,PS222. ketamine exerts a prolonged reduction in suicidal ideation independent of its antidepressant effects,2016.0
289,Jennifer L. Phillips,Assessment of Objective and Subjective Cognitive Function in Patients With Treatment-Resistant Depression Undergoing Repeated Ketamine Infusions,2022.0
290,Jennifer L. Phillips,"Social, Financial and Psychological Stress During an Emerging Pandemic: Preliminary Observations from a Population Web-Based Longitudinal Survey on COVID-19",2020.0
291,Jennifer L. Phillips,Harnessing neuroimaging to enhance our understanding of the effects of ketamine in depression,2019.0
292,Jennifer L. Phillips,Acute and prolonged antidepressant effects of ketamine in treatment-resistant depression,2017.0
293,Jennifer L. Phillips,Direct effect of ketamine on suicidal ideation independent of its effects on depressive symptoms,2016.0
294,Jennifer L. Phillips,Free-water diffusion magnetic resonance imaging differentiates suicidal ideation from suicide attempt in treatment-resistant depression,2023.0
295,Jennifer L. Phillips,Sex-differences in determinants of suicide risk preceding psychiatric admission: An electronic medical record study,2022.0
296,Jennifer L. Phillips,Determinants of Suicide Risk Preceding Psychiatric Admission: A Retrospective Electronic Medical Record Study,2020.0
297,Jennifer L. Phillips,"Single, repeated, and maintenance ketamine infusions for treatment-resistant depression: a randomized controlled trial",2020.0
298,Jennifer L. Phillips,Effect of prior treatment history and sex on antidepressant response to subanesthetic ketamine infusions.,2019.0
299,Jennifer L. Phillips,S160. Antidepressant Effects of Single and Repeated Ketamine Infusions in Treatment-Resistant Depression,2018.0
300,Jennifer L. Phillips,Ketamine exerts a prolonged reduction in suicidal ideation independent of its antidepressant effects,2016.0
301,Jennifer L. Phillips,Sustaining the Benefits of Intravenous Ketamine with Behavioural Activation Therapy for Depression: A Case Series,2023.0
302,Jennifer L. Phillips,Both Levomilnacipran and Duloxetine Potently Inhibit Serotonin Reuptake Throughout Their Therapeutic Dose Range in Healthy Male Volunteers,2022.0
303,Jennifer L. Phillips,Examining Resting State Functional Connectivity in Suicidal Ideation and Attempts,2022.0
304,Jennifer L. Phillips,Free water diffusion MRI differentiates suicide ideators from attempters with treatment-resistant depression,2022.0
305,Jennifer L. Phillips,Levomilnacipran but Not Duloxetine Inhibits Norepinephrine Reuptake Throughout its Therapeutic Dose Range in Healthy Male Volunteers,2021.0
306,Jennifer L. Phillips,Examining White Matter Microstructure in Suicide Attempt and Treatment-Resistant Depression Using Tract-Based Spatial Statistics and Free Water Imaging,2021.0
307,Jennifer L. Phillips,Young Researchers’ Brain Health Research Day Joint ConferenceEffect of prior treatment history and sex on antidepressant response to subanesthetic ketamine infusionsChronic …,2019.0
308,Jennifer L. Phillips,Examination of hippocampal subfield volume in treatment-resistant depression.,2019.0
309,Jennifer L. Phillips,The association between suicidal ideation and percieved stress: a functional neuroimaging study.,2019.0
310,Jennifer L. Phillips,Alpha power and coherence in major depressive disorder: association with symptom severity and adverse childhood experiences.,2019.0
311,Jennifer L. Phillips,A first glance at the presenting characteristics of inpatients admitted at risk of suicide.,2019.0
312,Jennifer L. Phillips,F101. Subcortical Volume and Suicidal Ideation in Treatment-Resistant Depression,2019.0
313,Jennifer L. Phillips,F110. Assessment of Neurocognitive Function in Individuals With Treatment-Resistant Depression Undergoing a Ketamine Trial,2018.0
314,Jennifer L. Phillips,Effects of Repeated Ketamine Infusions on Suicidal Ideation in Treatment-Resistant Depression,2016.0
315,Jennifer L. Phillips,"Effects of remission and genetic variation on brain structure in treatment-resistant major depressive disorder: a prospective, longitudinal imaging study",2015.0
316,Jennifer L. Phillips,"EPA-1398–Hippocampus, contextual binding impairment and schizophrenia",2014.0
317,Jennifer L. Phillips,Ms Phillips and Dr Blier Reply,2013.0
318,Jennifer L. Phillips,Brain Volume in Depression Reply,2013.0
319,Jennifer L. Phillips,Analysis of Cortical Thickness in Treatment-Resistant Major Depressive Disorder,2011.0
320,Jennifer L. Phillips,P. 1. e. 023 Influence of the 5-HTTLPR polymorphism on brain structure in treatment-resistant major depressive disorder,2011.0
321,Jennifer L. Phillips,Sustained remission in patients with treatment-resistant unipolar depression increases brain volume,2010.0
322,Jennifer L. Phillips,Longitudinal Brain Volume Change and Remission Status in Treatment-Resistant Depression,2009.0
323,Jennifer L. Phillips,Treatment-mediated brain volume change in depression: A prospective longitudinal study,2009.0
324,Jennifer L. Phillips,Exploring long-term memory and the hippocampus using functional magnetic resonance imaging,2007.0
325,Jennifer L. Phillips,S. 03.05 An integrated model of the role of the hippocampus in the pathophysiology of schizophrenia,2007.0
326,Jennifer L. Phillips,Progress in Neuropsychopharmacology & Biological Psychiatry,
327,Georg Northoff,Is there a core neural network in empathy? An fMRI based quantitative meta-analysis,2011.0
328,Georg Northoff,How is our self related to midline regions and the default-mode network?,2011.0
329,Georg Northoff,A cultural neuroscience approach to the biosocial nature of the human brain,2013.0
330,Georg Northoff,Altered negative BOLD responses in the default-mode network during emotion processing in depressed subjects,2009.0
331,Georg Northoff,"The relationship between aberrant neuronal activation in the pregenual anterior cingulate, altered glutamatergic metabolism, and anhedonia in major depression",2009.0
332,Georg Northoff,Discovering imaging endophenotypes for major depression,2011.0
333,Georg Northoff,Increased self‐focus in major depressive disorder is related to neural abnormalities in subcortical‐cortical midline structures,2009.0
334,Georg Northoff,Rest-stimulus interaction in the brain: a review,2010.0
335,Georg Northoff,Unlocking the brain: volume 2: consciousness,2013.0
336,Georg Northoff,The ‘resting-state hypothesis’ of major depressive disorder—A translational subcortical–cortical framework for a system disorder,2011.0
337,Georg Northoff,The trans-species core SELF: the emergence of active cultural and neuro-ecological agents through self-related processing within subcortical-cortical midline networks,2009.0
338,Georg Northoff,How can the brain's resting state activity generate hallucinations? A ‘resting state hypothesis’ of auditory verbal hallucinations,2011.0
339,Georg Northoff,"Neuropsychoanalysis in practice: brain, self and objects",2011.0
340,Georg Northoff,The neuroanatomy of asomatognosia and somatoparaphrenia,2010.0
341,Georg Northoff,Is our self nothing but reward?,2011.0
342,Georg Northoff,Associations of regional GABA and glutamate with intrinsic and extrinsic neural activity in humans—a review of multimodal imaging studies,2014.0
343,Georg Northoff,Contrasting variability patterns in the default mode and sensorimotor networks balance in bipolar depression and mania,2016.0
344,Georg Northoff,Is the self a higher-order or fundamental function of the brain? The “basis model of self-specificity” and its encoding by the brain’s spontaneous activity,2016.0
345,Georg Northoff,Neuropsychiatric symptoms in Alzheimer's disease are related to functional connectivity alterations in the salience network,2014.0
346,Georg Northoff,How do the brain’s time and space mediate consciousness and its different dimensions? Temporo-spatial theory of consciousness (TTC),2017.0
347,Georg Northoff,Is subcortical–cortical midline activity in depression mediated by glutamate and GABA? A cross-species translational approach,2010.0
348,Georg Northoff,Differential parametric modulation of self‐relatedness and emotions in different brain regions,2009.0
349,Georg Northoff,The narcissistic self and its psychological and neural correlates: an exploratory fMRI study,2011.0
350,Georg Northoff,"Brain imaging of the self–conceptual, anatomical and methodological issues",2011.0
351,Georg Northoff,Opposite effects of dopamine and serotonin on resting-state networks: review and implications for psychiatric disorders,2020.0
352,Georg Northoff,Is temporo-spatial dynamics the “common currency” of brain and mind? In quest of “spatiotemporal neuroscience”,2020.0
353,Georg Northoff,Abnormal body perception and neural activity in the insula in depression: an fMRI study of the depressed “material me”,2010.0
354,Georg Northoff,Delineating self-referential processing from episodic memory retrieval: common and dissociable networks,2010.0
355,Georg Northoff,Intrinsic functional connectivity patterns predict consciousness level and recovery outcome in acquired brain injury,2015.0
356,Georg Northoff,Is our self nothing but reward? Neuronal overlap and distinction between reward and personal relevance and its relation to human personality,2009.0
357,Georg Northoff,The association of interoceptive awareness and alexithymia with neurotransmitter concentrations in insula and anterior cingulate,2014.0
358,Georg Northoff,GABA in the insula—a predictor of the neural response to interoceptive awareness,2014.0
359,Georg Northoff,Reduced negative BOLD responses in the default-mode network and increased self-focus in depression,2011.0
360,Georg Northoff,Anterior cingulate activity and the self in disorders of consciousness,2010.0
361,Georg Northoff,Culture modulates brain activity during empathy with anger,2012.0
362,Georg Northoff,Understanding the self: a cultural neuroscience approach,2009.0
363,Georg Northoff,Auditory hallucinations and the brain’s resting-state networks: findings and methodological observations,2016.0
364,Georg Northoff,Spatiotemporal psychopathology I: no rest for the brain’s resting state activity in depression? Spatiotemporal psychopathology of depressive symptoms,2016.0
365,Georg Northoff,How do abnormalities in the brain’s spontaneous activity translate into symptoms in schizophrenia? From an overview of resting state activity findings to a proposed …,2016.0
366,Georg Northoff,"Why are cortical GABA neurons relevant to internal focus in depression? A cross-level model linking cellular, biochemical and neural network findings",2014.0
367,Georg Northoff,Is there a nonadditive interaction between spontaneous and evoked activity? Phase-dependence and its relation to the temporal structure of scale-free brain activity,2015.0
368,Georg Northoff,Unlocking the brain: volume 1: coding,2013.0
369,Georg Northoff,Interoceptive awareness enhances neural activity during empathy,2013.0
370,Georg Northoff,Dissociation between anterior and posterior cortical regions during self‐specificity and familiarity: A combined fMRI–meta‐analytic study,2012.0
371,Georg Northoff,Is anorexia nervosa a disorder of the self? A psychological approach,2016.0
372,Georg Northoff,The temporal structure of resting-state brain activity in the medial prefrontal cortex predicts self-consciousness,2016.0
373,Georg Northoff,Catatonia in diagnostic and statistical manual of mental disorders,2010.0
374,Georg Northoff,Too fast or too slow? Time and neuronal variability in bipolar disorder—a combined theoretical and empirical investigation,2018.0
375,Georg Northoff,How are different neural networks related to consciousness?,2015.0
376,Georg Northoff,The self and its resting state in consciousness: an investigation of the vegetative state,2014.0
377,Georg Northoff,Identifying a network of brain regions involved in aversion-related processing: a cross-species translational investigation,2011.0
378,Georg Northoff,The brain and its resting state activity—experimental and methodological implications,2010.0
379,Georg Northoff,Neural signs and mechanisms of consciousness: is there a potential convergence of theories of consciousness in sight?,2020.0
380,Georg Northoff,Resting-state functional magnetic resonance imaging: review of neurosurgical applications,2014.0
381,Georg Northoff,"Linking bodily, environmental and mental states in the self—A three-level model based on a meta-analysis",2020.0
382,Georg Northoff,What can different motor circuits tell us about psychosis? An RDoC perspective,2017.0
383,Georg Northoff,The spontaneous brain: From the mind-body to the world-brain problem,2018.0
384,Georg Northoff,The temporal signature of self: Temporal measures of resting‐state EEG predict self‐consciousness,2019.0
385,Georg Northoff,Temporal limits on rubber hand illusion reflect individuals’ temporal resolution in multisensory perception,2016.0
386,Georg Northoff,Differential alterations of resting‐state functional connectivity in generalized anxiety disorder and panic disorder,2016.0
387,Georg Northoff,"Neuroimaging the consciousness of self: Review, and conceptual-methodological framework",2020.0
388,Georg Northoff,What the brain's intrinsic activity can tell us about consciousness? A tri-dimensional view,2013.0
389,Georg Northoff,"Distinction between externally vs. internally guided decision-making: operational differences, meta-analytical comparisons and their theoretical implications",2012.0
390,Georg Northoff,Negative childhood experiences alter a prefrontal‐insular‐motor cortical network in healthy adults: A preliminary multimodal rsfMRI‐fMRI‐MRS‐dMRI study,2015.0
391,Georg Northoff,A comparison of neural responses to appetitive and aversive stimuli in humans and other mammals,2014.0
392,Georg Northoff,Glutamate concentration in the medial prefrontal cortex predicts resting-state cortical-subcortical functional connectivity in humans,2013.0
393,Georg Northoff,Decoupled temporal variability and signal synchronization of spontaneous brain activity in loss of consciousness: an fMRI study in anesthesia,2016.0
394,Georg Northoff,Common brain activations for painful and non-painful aversive stimuli,2012.0
395,Georg Northoff,Functional connectivity and neuronal variability of resting state activity in bipolar disorder—reduction and decoupling in anterior cortical midline structures,2015.0
396,Georg Northoff,All roads lead to the motor cortex: psychomotor mechanisms and their biochemical modulation in psychiatric disorders,2021.0
397,Georg Northoff,All roads lead to the default-mode network—global source of DMN abnormalities in major depressive disorder,2020.0
398,Georg Northoff,The role of hippocampus dysfunction in deficient memory encoding and positive symptoms in schizophrenia,2010.0
399,Georg Northoff,Brain and self–a neurophilosophical account,2013.0
400,Georg Northoff,Glutamate modulates resting state activity in the perigenual anterior cingulate cortex–A combined fMRI–MRS study,2012.0
401,Georg Northoff,Overview of potential procedural and participant-related confounds for neuroimaging of the resting state,2013.0
402,Georg Northoff,Psychoanalysis and the brain–why did Freud abandon neuroscience?,2012.0
403,Georg Northoff,Immanuel Kant's mind and the brain's resting state,2012.0
404,Georg Northoff,Decreased neuronal activity in reward circuitry of pathological gamblers during processing of personal relevant stimuli,2010.0
405,Georg Northoff,Minding the brain: A guide to philosophy and neuroscience,2017.0
406,Georg Northoff,Altered brain long-range functional interactions underlying the link between aberrant self-experience and self-other relationship in first-episode schizophrenia,2014.0
407,Georg Northoff,Lorazepam modulates orbitofrontal signal changes during emotional processing in catatonia,2010.0
408,Georg Northoff,Altered brain activity during emotional empathy in somatoform disorder,2012.0
409,Georg Northoff,Resting-state EEG power predicts conflict-related brain activity in internally guided but not in externally guided decision-making,2013.0
410,Georg Northoff,Abnormal time experiences in major depression: an empirical qualitative study,2017.0
411,Georg Northoff,"Interoception in insula subregions as a possible state marker for depression—an exploratory fMRI study investigating healthy, depressed and remitted participants",2015.0
412,Georg Northoff,Neural substrates underlying intentional empathy,2012.0
413,Georg Northoff,Involvement of glutamate in rest‐stimulus interaction between perigenual and supragenual anterior cingulate cortex: A combined fMRI‐MRS study,2011.0
414,Georg Northoff,Self and brain: what is self-related processing?,2011.0
415,Georg Northoff,Going back to Kahlbaum’s psychomotor (and GABAergic) origins: is catatonia more than just a motor and dopaminergic syndrome?,2020.0
416,Georg Northoff,How do resting state changes in depression translate into psychopathological symptoms? From ‘Spatiotemporal correspondence’to ‘Spatiotemporal Psychopathology’,2016.0
417,Georg Northoff,Attentional modulation of emotional stimulus processing in patients with major depression—alterations in prefrontal cortical regions,2009.0
418,Georg Northoff,The brain's spontaneous activity and its psychopathological symptoms–“Spatiotemporal binding and integration”,2018.0
419,Georg Northoff,Are auditory hallucinations related to the brain's resting state activity? A'neurophenomenal resting state hypothesis',2014.0
420,Georg Northoff,Spatiotemporal psychopathology II: how does a psychopathology of the brain’s resting state look like? Spatiotemporal approach and the history of psychopathology,2016.0
421,Georg Northoff,Resting state glutamate predicts elevated pre-stimulus alpha during self-relatedness: a combined EEG-MRS study on “rest-self overlap”,2016.0
422,Georg Northoff,Increased activation of the supragenual anterior cingulate cortex during visual emotional processing in male subjects with high degrees of alexithymia: an event-related fMRI study,2010.0
423,Georg Northoff,Abnormal resting-state connectivity in a substantia nigra-related striato-thalamo-cortical network in a large sample of first-episode drug-naïve patients with schizophrenia,2018.0
424,Georg Northoff,How to link brain and experience? Spatiotemporal psychopathology of the lived body,2016.0
425,Georg Northoff,Intertrial variability in the premotor cortex accounts for individual differences in peripersonal space,2015.0
426,Georg Northoff,Altered temporal variance and neural synchronization of spontaneous brain activity in anesthesia,2014.0
427,Georg Northoff,Neural correlates of a single-session massage treatment,2012.0
428,Georg Northoff,"“Average is good, extremes are bad”–Non-linear inverted U-shaped relationship between neural mechanisms and functionality of mental features",2019.0
429,Georg Northoff,Are emotions associated with activity during rest or interoception? An exploratory fMRI study in healthy subjects,2011.0
430,Georg Northoff,From emotions to consciousness–a neuro-phenomenal and neuro-relational approach,2012.0
431,Georg Northoff,Multimodal psychodynamic psychotherapy induces normalization of reward related activity in somatoform disorder,2011.0
432,Georg Northoff,Decreased neural activity in reward circuitry during personal reference in abstinent alcoholics—A fMRI study,2009.0
433,Georg Northoff,Brain network informed subject community detection in early-onset schizophrenia,2014.0
434,Georg Northoff,"Different neural manifestations of two slow frequency bands in resting functional magnetic resonance imaging: a systemic survey at regional, interregional, and network levels",2014.0
435,Georg Northoff,How is our self altered in psychiatric disorders? A neurophenomenal approach to psychopathological symptoms,2014.0
436,Georg Northoff,Multimodal magnetic resonance imaging data fusion reveals distinct patterns of abnormal brain structure and function in catatonia,2020.0
437,Georg Northoff,Are intrinsic neural timescales related to sensory processing? Evidence from abnormal behavioral states,2021.0
438,Georg Northoff,Spontaneous activity in default-mode network predicts ascription of self-relatedness to stimuli,2016.0
439,Georg Northoff,"Gene, brains, and environment—genetic neuroimaging of depression",2013.0
440,Georg Northoff,"Humans, brains, and their environment: marriage between neuroscience and anthropology?",2010.0
441,Georg Northoff,Impaired Prefrontal Cortical Dopamine Release in Schizophrenia During a Cognitive Task: A [11C]FLB 457 Positron Emission Tomography Study,2019.0
442,Georg Northoff,Breakdown in the temporal and spatial organization of spontaneous brain activity during general anesthesia,2018.0
443,Georg Northoff,How spontaneous brain activity and narcissistic features shape social interaction,2017.0
444,Georg Northoff,Resting state activity and the “stream of consciousness” in schizophrenia—neurophenomenal hypotheses,2015.0
445,Georg Northoff,Reduced deactivation in reward circuitry and midline structures during emotion processing in borderline personality disorder,2013.0
446,Georg Northoff,What is neuroethics? Empirical and theoretical neuroethics,2009.0
447,Georg Northoff,Personal identity and cortical midline structure (CMS): do temporal features of CMS neural activity transform into “self-continuity”?,2017.0
448,Georg Northoff,Intrinsic neural timescales: temporal integration and segregation,2022.0
449,Georg Northoff,Spatiotemporal neuroscience–what is it and why we need it,2020.0
450,Georg Northoff,How does the brain’s spontaneous activity generate our thoughts? The spatiotemporal theory of task-unrelated thought (STTT),2018.0
451,Georg Northoff,The self and its prolonged intrinsic neural timescale in schizophrenia,2021.0
452,Georg Northoff,A neural “tuning curve” for multisensory experience and cognitive-perceptual schizotypy,2017.0
453,Georg Northoff,Neuro-philosophy and the healthy mind: Learning from the unwell brain,2016.0
454,Georg Northoff,The brain and its time: intrinsic neural timescales are key for input processing,2021.0
455,Georg Northoff,Temporal integration as “common currency” of brain and self‐scale‐free activity in resting‐state EEG correlates with temporal delay effects on self‐relatedness,2020.0
456,Georg Northoff,Altered global signal topography and its different regional localization in motor cortex and hippocampus in mania and depression,2019.0
457,Georg Northoff,Is schizophrenia a spatiotemporal disorder of the brain's resting state?,2015.0
458,Georg Northoff,Spontaneous brain activity predicts task-evoked activity during animate versus inanimate touch,2019.0
459,Georg Northoff,Cortical contributions to distinct symptom dimensions of catatonia,2019.0
460,Georg Northoff,Is the sense of agency in schizophrenia influenced by resting-state variation in self-referential regions of the brain?,2016.0
461,Georg Northoff,Dissociation as a disorder of integration–On the footsteps of Pierre Janet,2020.0
462,Georg Northoff,How much is enough—Can resting state fMRI provide a demarcation for neurosurgical resection in glioma?,2018.0
463,Georg Northoff,Essentials of psychoanalytic process and change: how can we investigate the neural effects of psychodynamic psychotherapy in individualized neuro-imaging?,2013.0
464,Georg Northoff,"Personale Identität und operative Eingriffe in das Gehirn: neurophilosophische, empirische und ethische Untersuchungen",2022.0
465,Georg Northoff,Temporal hierarchy of intrinsic neural timescales converges with spatial core-periphery organization,2021.0
466,Georg Northoff,Methodological problems on the way to integrative human neuroscience,2016.0
467,Georg Northoff,Preceding attention and the dorsomedial prefrontal cortex: process specificity versus domain dependence,2009.0
468,Georg Northoff,Reduced resting-state functional connectivity of the somatosensory cortex predicts psychopathological symptoms in women with bulimia nervosa,2014.0
469,Georg Northoff,The degree of early life stress predicts decreased medial prefrontal activations and the shift from internally to externally guided decision making: an exploratory NIRS study …,2013.0
470,Georg Northoff,"Altered global brain signal during physiologic, pharmacologic, and pathologic states of unconsciousness in humans and rats",2020.0
471,Georg Northoff,Increase in glutamate/glutamine concentration in the medial prefrontal cortex during mental imagery: A combined functional mrs and fMRI study,2015.0
472,Georg Northoff,Changes in brain activity of somatoform disorder patients during emotional empathy after multimodal psychodynamic psychotherapy,2013.0
473,Georg Northoff,Is our self related to personality? A neuropsychodynamic model,2018.0
474,Georg Northoff,Neuroimaging markers of glutamatergic and GABAergic systems in drug addiction: Relationships to resting-state functional connectivity,2016.0
475,Georg Northoff,Neural activity during interoceptive awareness and its associations with alexithymia—An fMRI study in major depressive disorder and non-psychiatric controls,2015.0
476,Georg Northoff,Abnormal functional relationship of sensorimotor network with neurotransmitter-related nuclei via subcortical-cortical loops in manic and depressive phases of bipolar disorder,2020.0
477,Georg Northoff,"Self, cortical midline structures and the resting state: Implications for Alzheimer’s disease",2016.0
478,Georg Northoff,Multiparametric mapping of white matter microstructure in catatonia,2020.0
479,Georg Northoff,Self processing in the brain: A paradigmatic fMRI case study with a professional singer,2014.0
480,Georg Northoff,Abnormal functional–structural cingulum connectivity in mania: combined functional magnetic resonance imaging‐diffusion tensor imaging investigation in different phases of …,2016.0
481,Georg Northoff,External awareness and GABA—A multimodal imaging study combining fMRI and [18F]flumazenil‐PET,2014.0
482,Georg Northoff,Patterns of microstructural white matter abnormalities and their impact on cognitive dysfunction in the various phases of type I bipolar disorder,2016.0
483,Georg Northoff,Disrupted neural variability during propofol‐induced sedation and unconsciousness,2018.0
484,Georg Northoff,Rest-task modulation of fMRI-derived global signal topography is mediated by transient coactivation patterns,2020.0
485,Georg Northoff,Insula shows abnormal task‐evoked and resting‐state activity in first‐episode drug‐naïve generalized anxiety disorder,2020.0
486,Georg Northoff,Real-time fMRI neurofeedback reduces auditory hallucinations and modulates resting state connectivity of involved brain regions: Part 2: Default mode network-preliminary evidence,2020.0
487,Georg Northoff,Mathematics and the brain: a category theoretical approach to go beyond the neural correlates of consciousness,2019.0
488,Georg Northoff,Increased scale-free dynamics in salience network in adult high-functioning autism,2019.0
489,Georg Northoff,Die Entkopplung des Selbst in der Depression: empirische Befunde und neuropsychodynamische Hypothesen,2010.0
490,Georg Northoff,Prinzipien neuropsychodynamischer Behandlungsansätze in der modernen Psychiatrie,2016.0
491,Georg Northoff,Differential modulation of valence and arousal in high-alexithymic and low-alexithymic individuals,2010.0
492,Georg Northoff,Medial prefrontal cortex–dorsal anterior cingulate cortex connectivity during behavior selection without an objective correct answer,2010.0
493,Georg Northoff,Opposing changes in the functional architecture of large-scale networks in bipolar mania and depression,2020.0
494,Georg Northoff,Temporo-spatial Theory of Consciousness (TTC)–Bridging the gap of neuronal activity and phenomenal states,2022.0
495,Georg Northoff,Dissociation and emotion regulation strategies: A meta-analytic review,2021.0
